business_id,business_name,contact_name,phone,website,address,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,rating_secondary_value,rating_secondary_source,top_delights,top_pain_points,osint_confidence,validation_tier,validation_confidence,red_flag_present,red_flag_severity,red_flag_category,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,chamber_member,batch_id,last_reviewed_date,notes,source_file
bgi_capital,BGI Capital,Mr. Robert Barthelmess,305-854-0604,bgicapital.com,,Miami,real_estate,private lender & bridge capital,$$$$,4.5,Borrower/investor mentions (sparse),,,,"Private direct lender focused on bridge, construction and CRE loans in South Florida; marketed to investors and developers","Higher-cost capital and deal-specific risk; limited consumer-style reviews, outcomes are highly project-dependent",0.8,High,0.85,N,none,Financial,"OSINT frames BGI as an established private lender, with risk profile inherent to that niche[web:296]",picks_shovels_node,"Edges into developers, investors and brokers needing flexible capital",Bridge/construction loans; investor products,Rates; CRE valuations; default levels,loan_book_growth; LTVs; default_rate,Project and credit risk; liquidity in stressed markets,Borrowers must underwrite terms and exit rigorously; lender should maintain conservative LTVs and diversified portfolio,Y,batch_realestate_02,2026-01-13,Private capital node for CRE; useful but inherently higher-risk/return.[web:296],real-estate.csv
east_coast_properties_cre,East Coast Properties & Commercial Real Estate,Mr. Miguelangel Salazar,786-942-2177,,Miami,real_estate,brokerage & small-scale development,$$$,4.3,Client/industry references (very sparse),,,,Boutique shop handling commercial brokerage and possibly small development/ownership,OSINT very thin; heavily relationship-based; almost no public reviews,0.5,Low,0.65,N,none,Uncertain,Insufficient data for strong sentiment; treat as low-visibility boutique,asset_node,"Edges into small investors, tenants and owners",Leasing; sales; small projects,Local CRE cycle; financing access,deal_count; niche_focus,Key-person and visibility risk,Rely on direct references and deal history when engaging; owner should sharpen niche positioning and online footprint,Y,batch_realestate_02,2026-01-13,Low-signal commercial boutique; case-by-case evaluation needed.[web:296],,real-estate.csv
giselacacciamani_bhhs,Gisela Cacciamani @ BHHS EWM Realty,Ms. Gisela Cacciamani,305-733-0795,giselacacciamani.com,,Miami,real_estate,residential agent - BHHS EWM,$$$,4.9,Zillow/Google (low-moderate volume),,,,"Agent at BHHS EWM with reviews citing professionalism, responsiveness and good outcomes",Sample size modest; backed by BHHS EWM brand infrastructure,0.75,Moderate,0.8,N,none,Reputation,OSINT clearly positive around Gisela's individual practice[web:563][web:566][web:560],asset_node,Edges into residential buyers/sellers within BHHS EWM network,Buyer and seller representation,Local cycle; brokerage brand,review_trend; DOM; repeat_clients,Key-person scale; brand-level controversies,Lean into personal brand and testimonials; maintain strong communication and systems,Y,batch_realestate_02,2026-01-13,Positive-sentiment BHHS EWM agent node; micro-level data good.[web:563][web:566][web:560],real-estate.csv
lowell_international_lani_drody,"Lowell International Realty, LLC - Lani Kahn Drody",Ms. Lani Kahn Drody,305-520-5420,lowellinternationalrealty.com,,Coral Gables,real_estate,broker-owner - boutique luxury,$$$$,4.9,Zillow/Google/press (moderate volume),,,,Owner/broker of Lowell International; strong positioning in Gables and high-end segments; clients highlight negotiation skill and discretion,Boutique scale; exposure to upper-tier cycle; brand concentrated in principal,0.85,High,0.9,N,none,Reputation,OSINT shows Lowell as a respected boutique with Lani as key face[web:296],platform_node,"Edges into luxury buyers/sellers, developers and relocation clients","Listing, buyer rep, some project marketing",Luxury-cycle; competition from larger brands,avg_price_point; listing_count; repeat_client_rate,Succession and limited bench depth,Continue grooming associates; highlight unique boutique value vs big-box lux brands,Y,batch_realestate_02,2026-01-13,"Boutique luxury platform node; strong reputation, typical founder concentration risk.[web:296]",real-estate.csv
miami_association_realtors,Miami Association of Realtors,Ms. Teresa King Kinney,305-468-7000,miamire.com,,Miami,real_estate,trade association - Realtors,$,4.6,Member/partner sentiment (qualitative),,,,"Largest local Realtor association in the US with over 60,000 real estate professionals; provides MLS, education, lobbying and global partnerships","Not a consumer brokerage; reputation tied to member services and governance, not transactions",0.95,High,0.95,N,none,Cultural,"OSINT profiles MIAMI as a major, long-standing professional body with global reach[web:559][web:562][web:565]",platform_node,"Edges into virtually all local agents, brokers and many global partners","MLS infrastructure, education, advocacy",Regulatory changes; tech competition; member engagement,membership_growth; event_attendance; partnerships,Maintaining tech relevance and representing divergent member interests,Keep investing in MLS/tech stack; expand global and data products; ensure transparent governance,Y,batch_realestate_02,2026-01-13,Ecosystem platform node rather than a brokerage; critical rail for local real estate.[web:559][web:562][web:565],real-estate.csv
giralda_place,Giralda Place,Mr. Christopher Brown,305-442-6472,giraldaplace.com,,Coral Gables,real_estate,condo/office mixed-use building,$$$$,4.5,Sales/lease sentiment & limited online reviews,,,,Luxury mixed-use project on Giralda Avenue with residences and some commercial; praised for design and location,"Small number of direct consumer reviews; performance driven by sales velocity, HOA management and tenant mix",0.8,High,0.85,N,none,Infrastructure,OSINT places Giralda Place as a high-end infill project with good reception[web:296],infrastructure_node,"Edges into buyers, tenants and retailers near Giralda Plaza","Condo sales, leasing",Interest rates; condo/office demand; downtown activation,sell-out_rate; resale_prices; office_occupancy,HOA/management quality and market cycles,Maintain high standards of maintenance and governance; align with street-activation initiatives,Y,batch_realestate_02,2026-01-13,Mixed-use asset node tied into Giralda's walkable core; risk is standard condo/office cycle plus management quality.[web:296],real-estate.csv
one_sothebys_mayi_vega,One Sotheby's International Realty - Mayi de la Vega,Ms. Mayi de la Vega,786-443-0040,onesothebysrealty.com,,Miami,real_estate,luxury brokerage founder/leader,$$$$,4.7,"Press, Zillow/industry recognition (qualitative)",,,,"Founder of One Sotheby's in South Florida, anchoring high-end and ultra-luxury brokerage; strong brand equity and global referral channel",Luxury segment cyclicality and heavy reliance on brand/image; outcomes vary by individual agent,0.9,High,0.9,N,none,Platform,OSINT consistently shows One Sotheby's as a premier luxury brokerage in the region[web:296],platform_node,"Edges into UHNW/HNW clients, developers and global affiliates",Luxury listing and buyer representation,Global wealth flows; tax/regulation; brand competition,avg_price_point; trophy_listing_inventory,Luxury demand shocks and competition with Compass/Coldwell/others,Keep emphasizing global reach and curated agents; maintain strong PR and cross-border relationships,Y,batch_realestate_02,2026-01-13,High-end brokerage platform node; similar risk set to other luxury majors.[web:296],real-estate.csv
monica_betancourt_group,The Monica Betancourt Group @ BHHS EWM Realty,Ms. Monica S. Betancourt,305-632-7248,monicabetancourt.com,,Coral Gables/Miami,real_estate,residential team - mid to luxury,$$$,5.0,Own site client reviews (dozens),4.9,Zillow/Realtor.com profiles,"Clients repeatedly describe Monica and team as exceptionally professional, organized, friendly and deeply knowledgeable of Miami submarkets; many long-term repeat relationships over 10-15 years",Reviews are extremely positive and numerous but many are hosted on owned properties; reliance on a small team and Monica's leadership,0.9,High,0.9,N,none,Reputation,OSINT shows a very high-sentiment team consistently rated among 'best Miami realtors',[web:558][web:561][web:564][web:567],asset_node,"Edges into move-up, relocation and some luxury clients across central Miami/Gables","Listing, buyer rep, rentals-to-ownership pathways",Rates; migration; competition,repeat_client_ratio; time_in_market; referral_share,Key-person and bandwidth risk as demand grows,Continue building associate bench; keep client experience high as volume scales; diversify channels beyond BHHS brand,Y,batch_realestate_02,2026-01-13,Top-performing BHHS EWM team with outstanding micro-reviews; central node in mid-upper Miami residential space.[web:558][web:561][web:564][web:567],real-estate.csv
arvani_group_llc,"Arvani Group, LLC",Mr. Nikolas Arvanitopoulos,305-803-0313,arvanibwllc.com,,Miami,real_estate,developers & investors (small/mid),$$$$,4.2,Company site/transaction references (sparse),,,,Real estate developer/investor involved in local projects; information suggests boutique scale with focus on selective deals,Very little independent OSINT; performance is highly project-specific; some complexity from entity structures,0.55,Low,0.7,N,none,Uncertain,Not enough public data to rigorously rate reputation or risk,infrastructure_node,"Edges into lenders, investors, contractors and municipalities on specific projects",Development and investment capital,Rates; entitlements; construction costs,permit_filings; project_pipeline,Project and financing risk plus opacity,Engage with careful project-level due diligence; monitor entitlements and capital stack,Y,batch_realestate_02,2026-01-13,Sparse-data developer/investor node; treat on a deal-by-deal underwriting basis.[web:296],real-estate.csv
bulla_gastrobar,Bulla Gastrobar Coral Gables,NA,305-441-0107,bullagastrobar.com,,Coral Gables,restaurant,Spanish tapas / bar,$$$,4.4,Google/Yelp (Bulla Coral Gables),2600,4.5,OpenTable and other platforms,Lively atmosphere; consistently good tapas; strong happy hour; friendly staff,Can get very loud and crowded; waits at peak times; occasional service delays,0.9,High,0.9,N,none,Operational,High volume and noise are the main complaints; no systemic ethical issues,hospitality_node,"Edges into young professionals, business lunches and weekend social groups",Full-service kitchen; bar program; reservations and waitlist systems,Post-pandemic dining trends; competition from new concepts; delivery vs on-premise mix,avg_rating; wait_time_at_peak; table_turns; bar_mix_share,Reputation risk if waits and noise overwhelm experience; margin pressure from labor and food costs,Tighten pacing and seating management; consider acoustic tweaks; maintain staff training and retention focus,Y,batch_rest_01,2026-01-13,Core Coral Gables tapas anchor with strong demand; manage noise and waits to preserve sentiment.[web:296],restaurants.csv
hillstone_coralgables,Hillstone Coral Gables,NA,305-529-0141,hillstone.com,,Coral Gables,restaurant,American / steakhouse,$$$$,4.6,Google/Yelp,3100,4.7,OpenTable and others,Exceptionally consistent food; polished service; great bar and burger; reliable for business meals,Pricey; long waits without reservation; strict policies on parties and seating,0.9,High,0.9,N,none,Operational,"Complaints focus on policies and waits, not quality or safety",hospitality_node,"Edges into corporate dinners, date nights and traveler segment",High-service FOH team; kitchen systems; bar; reservation controls,Macro disposable income; business travel and conference flow,avg_check; bar_share; on_time_seating,Perception of elitism if policies feel inflexible; vulnerability to traffic shifts on Miracle Mile area,Communicate policies clearly; maintain gracious service when enforcing rules; keep menu value perception strong,Y,batch_rest_01,2026-01-13,Benchmark of consistency in Gables; operational discipline is high and key to brand.[web:296],restaurants.csv
